ZIP,Y,X
2138,42.377465,-71.131249
2139,42.366036,-71.103492
2140,42.39235,-71.131259
2141,42.368312,-71.082436
2142,42.366561,-71.087556
2143,42.381835,-71.103174
2144,42.399028,-71.123138
2145,42.391409,-71.094721
2148,42.43213,-71.056084
2149,42.411501,-71.052188
2150,42.397479,-71.035464
2151,42.415223,-71.005325
2152,42.37376,-70.980521
2153,42.419023,-71.109862
2155,42.42132,-71.113443
2156,42.424333,-71.132274
2163,42.369472,-71.124373
2169,42.240464,-71.014144
2170,42.268871,-71.02006
2171,42.285206,-71.025251
2176,42.459952,-71.05889
2180,42.482637,-71.096392
2184,42.208818,-71.000729
2185,42.201183,-71.005109
2186,42.249317,-71.074516
2187,42.260688,-71.078672
2188,42.213792,-70.959371
2189,42.213831,-70.932791
2190,42.171028,-70.948119
2191,42.241032,-70.94326
2196,42.3513,-71.060861
2199,42.345258,-71.078871
2201,42.359359,-71.059528
2203,42.365142,-71.070244
2204,42.365279,-71.074784
2205,42.357469,-71.059456
2206,42.34445,-71.042166
2207,42.357108,-71.056261
2208,42.355686,-71.055935
2209,42.358144,-71.059979
2210,42.345728,-71.042554
2211,42.358069,-71.056709
2212,42.355722,-71.055772
2215,42.344927,-71.101619
2216,42.359735,-71.056987
2217,42.348526,-71.072994
2222,42.362372,-71.066194
2228,42.360007,-71.06227
2238,42.374067,-71.117136
2239,42.376113,-71.11767
2241,42.354861,-71.057266
2266,42.349321,-71.059883
2269,42.251391,-71.003943
2283,42.348748,-71.056723
2284,42.351144,-71.057065
2293,42.358203,-71.061092
2295,42.349647,-71.075912
2297,42.360936,-71.060239
2301,42.090314,-71.038674
2302,42.083088,-70.999902
2303,42.084757,-71.015162
2304,42.081667,-71.025966
2305,42.08318,-71.024619
2322,42.122045,-71.048657
2324,41.981411,-70.974124
2325,41.992179,-70.972402
2327,42.044742,-70.836344
2330,41.880517,-70.767478
2331,42.031844,-70.694226
2332,42.037692,-70.710603
2333,42.029586,-70.942499
2334,42.023847,-71.129217
2337,42.011834,-70.964024
2338,42.001029,-70.851712
2339,42.130281,-70.846944
2340,42.110338,-70.812083
2341,42.055954,-70.868035
2343,42.14803,-71.010637
2344,41.894218,-70.920815
2345,41.903376,-70.552785
2346,41.887265,-70.887189
2347,41.831559,-70.953643
2348,41.877314,-70.946435
2349,41.870977,-70.90838
2350,42.01687,-70.848897
2351,42.117783,-70.954203
2355,41.917753,-70.797313
2356,42.057491,-71.115498
2357,42.059436,-71.080861
2358,42.09441,-70.787885
2359,42.063591,-70.805297
2360,41.902553,-70.630875
2361,41.923344,-70.655618
2362,41.959767,-70.665275
2364,41.993153,-70.736233
2366,41.840594,-70.744534
2367,41.955248,-70.806097
2368,42.173512,-71.050595
2370,42.131755,-70.907783
2375,42.028515,-71.10088
2379,42.018468,-71.013855
2381,41.930035,-70.559004
2382,42.081994,-70.937413
2420,42.455799,-71.215027
2421,42.448372,-71.233754
2445,42.332533,-71.129865
2446,42.344328,-71.122217
2447,42.333546,-71.118745
2451,42.399203,-71.26249
2452,42.39802,-71.220337
2453,42.369917,-71.236818
2454,42.378002,-71.239881
2455,42.357184,-71.059255
2456,42.333573,-71.204106
2457,42.29704,-71.259784
2458,42.352515,-71.190702
2459,42.308823,-71.191835
2460,42.351054,-71.207393
2461,42.314739,-71.208012
2462,42.3312,-71.258208
2464,42.311972,-71.220047
2465,42.348882,-71.225607
2466,42.345147,-71.247889
2467,42.318527,-71.157052
2468,42.326111,-71.231512
2471,42.369843,-71.174994
2472,42.371297,-71.180361
2474,42.420728,-71.158189
2475,42.420254,-71.180935
2476,42.411936,-71.176546
2477,42.377202,-71.15371
2478,42.394199,-71.180235
2479,42.388983,-71.187758
2481,42.316214,-71.265402
2482,42.291931,-71.298538
2492,42.276004,-71.243064
2493,42.365885,-71.301028
2494,42.305022,-71.231767
2495,42.332052,-71.207484
2532,41.749556,-70.590957
2534,41.666022,-70.61372
2535,41.334586,-70.746397
2536,41.583018,-70.565899
2537,41.726548,-70.440357
2538,41.781003,-70.649757
2539,41.391367,-70.529036
2540,41.563155,-70.626053
2541,41.557159,-70.632387
2542,41.657597,-70.580704
2543,41.526561,-70.667528
2552,41.356664,-70.74092
2553,41.717679,-70.614258
2554,41.275552,-70.091002
2556,41.64996,-70.624919
2557,41.453677,-70.56336
2558,41.747314,-70.660179
2559,41.687784,-70.615331
2561,41.771196,-70.539161
2562,41.794946,-70.527022
2563,41.726496,-70.48195
2564,41.262306,-69.97839
2565,41.642672,-70.64682
2568,41.449798,-70.604392
2571,41.748569,-70.710818
2573,41.441817,-70.600178
2574,41.60136,-70.639607
2575,41.402414,-70.630193
2576,41.772096,-70.760191
2584,41.263318,-70.052567
2601,41.651481,-70.295573
2630,41.700109,-70.302083
2631,41.749983,-70.074588
2632,41.657957,-70.344642
2633,41.68534,-69.979668
2634,41.657773,-70.3536
2635,41.62688,-70.43475
2636,41.64122,-70.33132
2637,41.704363,-70.279241
2638,41.733006,-70.199015
2639,41.662775,-70.133049
2641,41.740504,-70.158592
2642,41.823045,-69.988451
2643,41.788622,-69.962488
2644,41.683249,-70.512191
2645,41.703441,-70.062208
2646,41.673644,-70.071486
2647,41.636204,-70.309762
2648,41.671089,-70.408963
2649,41.612194,-70.485417
2650,41.702293,-69.968343
2651,41.852794,-69.97358
2652,41.79573,-70.241552
2653,41.781789,-69.980489
2655,41.631229,-70.382283
2657,42.055479,-70.187283
2659,41.680494,-70.02063
2660,41.705465,-70.157465
2661,41.682731,-70.043762
2662,41.747448,-69.991477
2663,41.742515,-70.060551
2664,41.668281,-70.193806
2666,41.993876,-70.044935
2667,41.931957,-70.085896
2668,41.701466,-70.357482
2669,41.675266,-69.998143
2670,41.660127,-70.167457
2671,41.664741,-70.11016
2672,41.633467,-70.326399
2673,41.659138,-70.236386
2675,41.704063,-70.221541
2702,41.795588,-71.062877
2703,41.927452,-71.308401
2712,41.967333,-71.241633
2713,41.421378,-70.93346
2714,41.571165,-71.002659
2715,41.819013,-71.135314
2717,41.768046,-70.971988
2718,41.872147,-71.018465
2719,41.636765,-70.891199
2720,41.716352,-71.13814
2721,41.685457,-71.15702
2722,41.69952,-71.155149
2723,41.694619,-71.12975
2724,41.683999,-71.177015
2725,41.723826,-71.17766
2726,41.753713,-71.146572
2738,41.709414,-70.758377
2739,41.662281,-70.805945
2740,41.636223,-70.942002
2741,41.639892,-70.939996
2742,41.637919,-70.929518
2743,41.696694,-70.915595
2744,41.612432,-70.914928
2745,41.695977,-70.938302
2746,41.663407,-70.93623
2747,41.64193,-70.989342
2748,41.598019,-70.954047
2760,41.977034,-71.324788
2761,41.979305,-71.331434
2762,42.01251,-71.328629
2763,41.970895,-71.3046
2764,41.856622,-71.148635
2766,41.971692,-71.18584
2767,41.927678,-71.046473
2768,41.929116,-71.041703
2769,41.847903,-71.252629
2770,41.761866,-70.845819
2771,41.83887,-71.323757
2777,41.756903,-71.222215
2779,41.827125,-71.080384
2780,41.904134,-71.10592
2783,42.01867,-71.053316
2790,41.607558,-71.083877
2791,41.523309,-71.077717
2801,41.544002,-71.137777
2802,41.952338,-71.454151
2804,41.425785,-71.774739
2806,41.744068,-71.315024
2807,41.180709,-71.573098
2808,41.405039,-71.750551
2809,41.68745,-71.270122
2812,41.477353,-71.646761
2813,41.411805,-71.644218
2814,41.89885,-71.681285
2815,41.794176,-71.652718
2816,41.690858,-71.588592
2817,41.624715,-71.626315
2818,41.639217,-71.502017
2822,41.565086,-71.563302
2823,41.734577,-71.545955
2824,41.945312,-71.699264
2825,41.785822,-71.728016
2826,41.983366,-71.627803
2827,41.697997,-71.733673
2828,41.874239,-71.552403
2829,41.882376,-71.594633
2830,41.976597,-71.656277
2831,41.745013,-71.571255
2832,41.509034,-71.719731
2833,41.470453,-71.776086
2835,41.535161,-71.377788
2836,41.448096,-71.620839
2837,41.511254,-71.170707
2838,41.968318,-71.474105
2839,41.942142,-71.637583
2840,41.475501,-71.309471
2841,41.52842,-71.310732
2842,41.516863,-71.286792
2852,41.58434,-71.463799
2854,41.534511,-71.441185
2857,41.841441,-71.632363
2858,41.962823,-71.645043
2859,41.963364,-71.71745
2860,41.872972,-71.39274
2861,41.88117,-71.355799
2862,41.871125,-71.375669
2863,41.887705,-71.393308
2864,41.95173,-71.408405
2865,41.910259,-71.438038
2871,41.577598,-71.266115
2872,41.614191,-71.315427
2873,41.516994,-71.768409
2874,41.512502,-71.452661
2875,41.457393,-71.639083
2876,41.99979,-71.58854
2877,41.536514,-71.527238
2878,41.615063,-71.168688
2879,41.419674,-71.530513
2880,41.423326,-71.484163
2881,41.481802,-71.525113
2882,41.43214,-71.468662
2883,41.451648,-71.501278
2885,41.721913,-71.265238
2886,41.70272,-71.444271
2887,41.70268,-71.423159
2888,41.7487,-71.411872
2889,41.709084,-71.386673
2891,41.357914,-71.808854
2892,41.502011,-71.593784
2893,41.692019,-71.516302
2894,41.443076,-71.707668
2895,42.0039,-71.502576
2896,41.965954,-71.552269
2898,41.521741,-71.672123
2901,41.826825,-71.407999
2902,41.824676,-71.41079
2903,41.821633,-71.41267
2904,41.85883,-71.437524
2905,41.789822,-71.404779
2906,41.837825,-71.397886
2907,41.801671,-71.424541
2908,41.838392,-71.435056
2909,41.820105,-71.45187
2910,41.777181,-71.436666
2911,41.852404,-71.469476
2912,41.824987,-71.400763
2914,41.814172,-71.373425
2915,41.781307,-71.347393
2916,41.841324,-71.359421
2917,41.904793,-71.527773
2918,41.821945,-71.41915
2919,41.82083,-71.505188
2920,41.761799,-71.464351
2921,41.75918,-71.506674
2940,41.822715,-71.42064
3031,42.860306,-71.608545
3032,42.997422,-71.35159
3033,42.739053,-71.677821
3034,43.050055,-71.305574
3036,42.96656,-71.23999
3037,43.140914,-71.247252
3038,42.888158,-71.298963
3040,43.04548,-71.247063
3041,42.88964,-71.297132
3042,43.04785,-71.076667
3043,43.002197,-71.866335
3044,42.973193,-71.112276
3045,43.016773,-71.57425
3046,43.101422,-71.618832
3047,42.952011,-71.909796
3048,42.741479,-71.769094
