ZIP,Y,X
28594,34.667292,-77.023574
28601,35.745276,-81.332196
28602,35.715223,-81.350039
28603,35.757664,-81.327333
28604,36.177684,-81.805653
28605,36.116573,-81.678226
28606,36.226493,-81.099183
28607,36.207795,-81.679448
28608,36.211626,-81.668282
28609,35.677796,-81.040944
28610,35.707009,-81.148762
28611,35.992485,-81.713513
28612,35.819784,-81.615772
28613,35.71182,-81.209282
28615,36.438492,-81.418955
28616,36.090448,-81.854065
28617,36.475295,-81.377482
28618,36.192222,-81.529594
28619,35.753757,-81.606879
28621,36.258266,-80.854705
28622,36.175674,-81.95517
28623,36.52333,-80.975991
28624,36.128932,-81.41309
28625,35.780234,-80.886089
28626,36.404248,-81.493632
28627,36.440899,-81.0175
28628,35.721926,-81.782025
28629,36.347119,-81.382714
28630,35.804258,-81.442563
28631,36.547139,-81.434483
28633,35.902482,-81.535317
28634,35.956738,-80.772702
28635,36.356569,-81.12708
28636,35.803097,-81.420813
28637,35.718235,-81.426789
28638,35.845122,-81.491631
28640,36.422128,-81.46915
28641,35.884283,-81.739742
28642,36.232634,-80.838979
28643,36.5268,-81.545663
28644,36.448151,-81.252551
28645,35.899153,-81.532826
28646,36.067758,-81.877449
28647,35.956741,-81.94418
28649,36.321231,-81.188583
28650,35.574796,-81.20773
28651,36.270637,-81.284124
28652,36.099899,-81.987145
28653,36.065927,-81.904155
28654,36.099261,-81.17466
28655,35.737908,-81.693646
28656,36.20329,-81.076593
28657,36.021523,-81.950302
28658,35.658361,-81.233412
28659,36.234234,-81.113377
28660,35.954635,-80.852343
28661,35.998515,-81.563991
28662,36.030658,-81.891045
28663,36.563107,-81.281762
28664,36.027479,-82.004487
28665,36.221121,-81.387906
28666,35.647803,-81.263244
28667,35.776179,-81.426688
28668,36.404449,-81.005156
28669,36.190998,-80.999456
28670,36.197739,-80.929138
28671,35.752185,-81.523048
28672,36.473151,-81.380417
28673,35.5895,-81.002891
28674,36.171993,-81.144315
28675,36.506191,-81.117283
28676,36.396418,-80.89226
28677,35.78927,-80.879601
28678,35.851332,-81.043467
28679,36.26036,-81.843813
28680,35.743777,-81.69662
28681,35.908654,-81.182247
28682,35.583276,-80.964993
28683,36.362647,-80.93926
28684,36.324502,-81.604177
28685,36.346465,-81.027968
28687,35.776465,-80.910513
28688,35.83074,-80.898404
28689,36.037202,-80.90854
28690,35.743328,-81.563588
28691,36.207601,-81.885029
28692,36.273369,-81.786913
28693,36.461801,-81.554415
28694,36.403859,-81.494816
28697,36.138201,-81.1575
28698,36.331209,-81.73921
28699,35.844263,-81.007155
28701,35.705795,-82.640881
28702,35.388116,-83.634747
28704,35.473046,-82.519301
28705,35.977949,-82.121955
28707,35.44749,-83.08221
28708,35.224044,-82.885192
28709,35.761504,-82.433278
28710,35.430771,-82.544357
28711,35.60761,-82.312275
28712,35.200259,-82.738354
28713,35.401379,-83.467681
28714,35.885779,-82.259797
28715,35.536698,-82.680987
28716,35.53003,-82.839417
28717,35.080295,-83.081376
28718,35.137445,-82.682532
28719,35.474495,-83.341234
28720,35.437008,-82.24414
28721,35.538721,-82.915332
28722,35.24227,-82.190564
28723,35.284272,-83.179192
28724,35.329055,-82.374461
28725,35.369907,-83.251691
28726,35.282463,-82.41798
28727,35.396345,-82.343722
28728,35.541407,-82.64364
28729,35.318754,-82.604976
28730,35.524195,-82.410772
28731,35.272427,-82.419576
28732,35.421548,-82.499968
28733,35.430442,-83.828133
28734,35.180647,-83.378867
28735,35.474017,-82.307894
28736,35.19368,-83.085357
28737,35.678199,-82.000978
28738,35.476787,-83.002928
28739,35.318666,-82.488402
28740,36.013045,-82.311929
28741,35.055868,-83.205699
28742,35.36115,-82.574013
28743,35.862765,-82.859942
28744,35.180743,-83.381664
28745,35.524801,-82.972902
28746,35.452129,-82.190425
28747,35.14604,-82.933874
28748,35.628226,-82.709526
28749,35.847794,-82.097662
28750,35.226869,-82.222796
28751,35.521141,-83.063129
28752,35.674582,-82.017112
28753,35.837619,-82.710606
28754,35.876794,-82.540355
28755,35.906336,-82.215416
28756,35.339715,-82.169664
28757,35.643925,-82.305516
28758,35.378626,-82.477763
28760,35.392606,-82.502999
28761,35.665956,-81.912008
28762,35.630002,-82.157958
28763,35.046523,-83.396898
28765,35.92802,-82.11699
28766,35.282903,-82.658439
28768,35.25693,-82.668289
28770,35.615404,-82.318031
28771,35.346072,-83.874306
28772,35.142895,-82.83623
28773,35.24654,-82.309619
28774,35.104149,-82.978026
28775,35.014232,-83.33364
28776,35.482015,-82.523906
28777,35.914346,-82.07249
28778,35.603045,-82.409169
28779,35.377705,-83.21216
28781,35.256543,-83.696128
28782,35.217184,-82.226181
28783,35.249037,-83.118647
28784,35.232294,-82.431185
28785,35.574687,-83.010377
28786,35.500644,-82.99509
28787,35.718689,-82.5471
28788,35.351992,-83.213222
28789,35.457462,-83.287016
28790,35.233139,-82.415861
28791,35.350441,-82.494453
28792,35.337349,-82.449108
28793,35.327979,-82.478182
28801,35.594571,-82.555747
28802,35.498675,-82.538396
28803,35.548613,-82.522312
28804,35.63743,-82.558381
28805,35.594556,-82.501708
28806,35.583509,-82.60779
28810,35.567335,-82.614735
28813,35.55447,-82.51072
28814,35.639884,-82.567578
28815,35.575619,-82.545629
28816,35.581775,-82.60141
28901,35.189476,-83.804291
28902,35.043243,-83.937634
28903,34.989954,-84.167688
28904,35.025287,-83.810433
28905,35.130869,-83.947014
28906,35.067363,-84.057444
28909,35.000176,-83.911806
29001,33.860717,-80.211061
29002,34.160607,-81.262
29003,33.298752,-81.033715
29006,33.88691,-81.534141
29009,34.433803,-80.36895
29010,34.217076,-80.252999
29014,34.573234,-80.987145
29015,34.321055,-81.130372
29016,34.19224,-80.975064
29018,33.34911,-80.687537
29020,34.278473,-80.589502
29030,33.610953,-80.635541
29031,34.683284,-81.636507
29032,34.337084,-80.489212
29033,33.965536,-81.069156
29036,34.125378,-81.356783
29037,34.235316,-81.841403
29038,33.370991,-80.963626
29039,33.456975,-80.894539
29040,34.002009,-80.482959
29041,33.601734,-80.264746
29042,33.318209,-81.139139
29044,33.914081,-80.71246
29045,34.180379,-80.797725
29046,34.115037,-80.183743
29047,33.531329,-80.571823
29048,33.390528,-80.300438
29051,33.841591,-80.087052
29052,33.849444,-80.76368
29053,33.827254,-81.122127
29054,33.948355,-81.383815
29055,34.570485,-80.902059
29056,33.789296,-79.832893
29058,34.487583,-80.679574
29059,33.322019,-80.412299
29061,33.932888,-80.844488
29062,34.113377,-80.549366
29063,34.122153,-81.195991
29065,34.244829,-81.264483
29067,34.498309,-80.520734
29069,34.181109,-80.057782
29070,33.908554,-81.449991
29071,33.980985,-81.235011
29072,33.968419,-81.244085
29073,33.927355,-81.216327
29074,34.453638,-80.790518
29075,34.204268,-81.289172
29078,34.220008,-80.71366
29079,34.285597,-80.034022
29080,34.038853,-80.110297
29081,33.107954,-81.022941
29082,33.057034,-80.524163
29101,34.477213,-80.253298
29102,33.691511,-80.219275
29104,33.983524,-80.208008
29105,33.759336,-81.55839
29106,34.352736,-81.297004
29107,33.489723,-81.034501
29108,34.277092,-81.618636
29111,33.780339,-80.018183
29112,33.689919,-81.124565
29113,33.44637,-81.116514
29114,33.927712,-79.905262
29115,33.502877,-80.859747
29116,33.48145,-80.810907
29117,33.495205,-80.844399
29118,33.532316,-80.873936
29122,34.171834,-81.414509
29123,33.776254,-81.255322
29125,33.736123,-80.465629
29126,34.323669,-81.444178
29127,34.182431,-81.52094
29128,34.09208,-80.5048
29129,33.737089,-81.65768
29130,34.326001,-80.760553
29132,34.303731,-81.124142
29133,33.368863,-80.834172
29135,33.66187,-80.781778
29137,33.637039,-81.295434
29138,34.007368,-81.769758
29142,33.488318,-80.45644
29143,33.836621,-80.080723
29145,34.212506,-81.743693
29146,33.497823,-81.280338
29147,34.113735,-80.954384
29148,33.589744,-80.341999
29150,33.920358,-80.358892
29151,33.90864,-80.362593
29152,33.983141,-80.485057
29153,33.941345,-80.324377
29154,33.896794,-80.418858
29160,33.734049,-81.10143
29161,34.134465,-79.939983
29162,33.881147,-80.006901
29163,33.407034,-80.46895
29164,33.654721,-81.43339
29166,33.884865,-81.740141
29168,33.901928,-80.497455
29169,33.968446,-81.11005
29170,33.950402,-81.141165
29171,33.970062,-81.078582
29172,33.898509,-81.092152
29175,34.447043,-80.601334
29176,34.471156,-81.120318
29177,34.157696,-81.282809
29178,34.501145,-81.616631
29180,34.372149,-81.086971
29201,33.998223,-81.032546
29202,33.972106,-80.975437
29203,34.063095,-81.026108
29204,34.028919,-80.99859
29205,33.992894,-80.99424
29206,34.032256,-80.963508
29207,34.061667,-80.966102
29208,33.975039,-81.007842
29209,33.966947,-80.934317
29210,34.040812,-81.095436
29211,34.024196,-81.293589
29212,34.06807,-81.191102
29214,34.000793,-81.031935
29215,34.026843,-81.001189
29216,33.997822,-81.036511
29217,34.010724,-81.036122
29218,34.007301,-81.036586
29219,34.067593,-80.920837
29220,34.00432,-81.032526
29221,34.044558,-81.109663
29222,33.984355,-81.029966
29223,34.08846,-80.92287
29224,34.057985,-80.841611
29225,33.998957,-81.03086
29226,34.031953,-81.104915
29227,34.033609,-81.10874
29228,33.920816,-81.090297
29229,34.127676,-80.896127
29230,34.138187,-81.065959
29240,34.027608,-81.009201
29250,34.002817,-81.005802
29260,34.026058,-80.967646
29290,33.918265,-80.873716
29292,33.909357,-81.076717
29301,34.933791,-81.965052
29302,34.957122,-81.863011
29303,34.991899,-81.96161
29304,34.958086,-81.905765
29305,34.989259,-81.954612
29306,34.928003,-81.908736
29307,34.998752,-81.74645
29316,35.056379,-81.964009
29318,35.018764,-82.02931
29319,34.947178,-81.926781
29320,34.959588,-81.993413
29321,34.725233,-81.683994
29322,35.118004,-82.126556
29323,35.120234,-81.909469
29324,34.983913,-81.824034
29325,34.470685,-81.887131
29329,34.999533,-81.844017
29330,35.030555,-81.817377
29331,34.654981,-81.877783
29332,34.283143,-81.982876
29333,35.004529,-81.874135
29334,34.914282,-82.134672
29335,34.669468,-81.904979
29336,34.950367,-82.014946
29338,34.934397,-81.981856
29340,35.062322,-81.645437
29341,35.09456,-81.677416
29342,34.985626,-81.659125
29346,34.93988,-81.837005
29348,35.082221,-82.126458
29349,35.061669,-82.059864
29351,34.409867,-81.817504
29353,34.832469,-81.683494
29355,34.353151,-81.766819
29356,35.173475,-82.182252
29360,34.499471,-82.025271
29364,34.785521,-81.464419
29365,34.972496,-82.151829
29368,35.072629,-81.873086
29369,34.874823,-82.02079
29370,34.341308,-81.957117
29372,34.89871,-81.758466
29373,34.914539,-81.745893
29374,34.785583,-81.861636
29375,34.857948,-82.114151
29376,34.860123,-81.950767
29377,34.931343,-82.098636
29378,34.984132,-81.987347
29379,34.714757,-81.621133
29384,34.335048,-82.08485
29385,34.953723,-82.095835
29386,34.883365,-81.806934
29388,34.759551,-82.045514
29390,34.937726,-82.137387
29391,34.939015,-82.141431
29395,34.855365,-81.738114
29401,32.779122,-79.939806
29402,32.774463,-79.930662
29403,32.798426,-79.948096
29404,32.893419,-80.069777
29405,32.85943,-79.988157
29406,32.916322,-80.029797
29407,32.800052,-80.010928
29409,32.794242,-79.96077
29410,33.194932,-80.029749
29412,32.734418,-79.956022
29413,32.793627,-79.929515
29414,32.821883,-80.055197
29415,33.027502,-80.046168
29416,32.87767,-80.054864
29417,32.786797,-80.032618
29418,32.897802,-80.049463
29419,32.936047,-80.100088
29420,32.923689,-80.099458
29422,32.681241,-79.953645
29423,32.845603,-79.977751
29424,32.783715,-79.939185
29425,32.785741,-79.947783
29426,32.76643,-80.373223
29429,32.950528,-79.680316
29430,33.201366,-79.789924
29431,33.318469,-79.988526
29432,33.253796,-80.816801
29433,33.054685,-80.620733
29434,33.131273,-79.901616
29435,32.938647,-80.479809
29436,33.300589,-80.201392
29437,33.143072,-80.378909
29438,32.569486,-80.310046
29439,32.661442,-79.937395
29440,33.377053,-79.269077
29442,33.383786,-79.286956
29445,32.994395,-80.029455
29446,32.655449,-80.51524
29447,33.107714,-80.592916
29448,33.185687,-80.577757
29449,32.716391,-80.261218
29450,33.02091,-79.790845
29451,32.795877,-79.769665
29452,32.767539,-80.456879
29453,33.197783,-79.691205
29455,32.691291,-80.091155
29456,33.016638,-80.105646
29457,32.74506,-80.032709
29458,33.103751,-79.470346
29461,33.149449,-80.028022
29464,32.82026,-79.846061
29465,32.79433,-79.86081
29466,32.792155,-79.863357
29468,33.415669,-80.085088
29469,33.224163,-80.041291
29470,32.791062,-80.221919
29471,33.179731,-80.685009
29472,33.092825,-80.316503
29474,32.942016,-80.577727
29475,33.010716,-80.823021
29476,33.397957,-79.974782
29477,33.185354,-80.581025
29479,33.406396,-79.927691
29481,33.102798,-80.811011
29482,32.761726,-79.837391
29483,33.017824,-80.21135
29484,33.016437,-80.203762
29485,32.975069,-80.180159
29487,32.653461,-80.187416
29488,32.907604,-80.664487
29492,32.955719,-79.887276
29493,33.032888,-80.841541
29501,34.182662,-79.782749
29502,34.195168,-79.792218
29503,34.192315,-79.803716
29504,34.184235,-79.782543
29505,34.128606,-79.747284
29506,34.207746,-79.717257
29510,33.448476,-79.555913
29511,33.990448,-79.191606
29512,34.613793,-79.686703
29516,34.452562,-79.653803
29518,33.80225,-79.802509
29519,34.029377,-79.356406
29520,34.691188,-79.902254
29525,34.577486,-79.542351
29526,33.832026,-79.043531
29527,33.826197,-79.072382
29528,33.840173,-79.060795
29530,34.003183,-79.74392
29532,34.300363,-79.87017
29536,34.414774,-79.364457
29540,34.300877,-79.875675
29541,34.117509,-79.771376
29542,34.300608,-79.263266
29543,34.288639,-79.24171
29544,34.129011,-79.121466
29545,34.213666,-79.060992
29546,33.847335,-79.316101
29547,34.508632,-79.405977
29550,34.368444,-80.081896
29551,34.368964,-80.086322
29554,33.748057,-79.444286
29555,33.817535,-79.451852
29556,33.67835,-79.824331
29560,33.8695,-79.760872
29563,34.346041,-79.166819
29564,33.462666,-79.833819
29565,34.335502,-79.432246
29566,33.885716,-78.637355
29567,34.405781,-79.303152
29568,33.887253,-78.749124
29569,34.020799,-78.909328
29570,34.662498,-79.544259
29571,34.183414,-79.396314
29572,33.762507,-78.798962
29573,34.517381,-79.474403
29574,34.203923,-79.25682
29575,33.626586,-78.983446
29576,33.58677,-79.009455
29577,33.703298,-78.912099
29578,33.726237,-78.844532
29579,33.655004,-78.945276
29580,33.598052,-79.566749
29581,34.227737,-79.147719
29582,33.82742,-78.682495
29583,33.993369,-79.568322
29584,34.562239,-80.076179
29585,33.453325,-79.135137
29587,33.617875,-78.987929
29588,33.676817,-79.014238
29589,34.18772,-79.256942
29590,33.562975,-79.827528
29591,33.916161,-79.742464
29592,34.252631,-79.457951
29593,34.444613,-79.83773
29594,34.64521,-79.585766
29596,34.728935,-79.86291
29597,33.812707,-78.700848
29598,33.80553,-78.718152
29601,34.85051,-82.403553
29602,34.726964,-82.377018
29603,34.850619,-82.396693
29604,34.830301,-82.394264
29605,34.799312,-82.391757
29606,34.858052,-82.321696
29607,34.829648,-82.340068
29608,34.901963,-82.409599
29609,34.897521,-82.398093
29610,34.931778,-82.471944
29611,34.854896,-82.448532
29612,34.847835,-82.403959
29613,34.71627,-82.382626
29614,34.91032,-82.409036
29615,34.868789,-82.312139
29616,34.854817,-82.393105
29617,34.921125,-82.476529
29620,34.175299,-82.379012
29621,34.523656,-82.644593
29622,34.499718,-82.660714
29623,34.519837,-82.717055
29624,34.478216,-82.68165
29625,34.536322,-82.732656
29626,34.444494,-82.754302
29627,34.517182,-82.501649
29628,34.092078,-82.591621
29630,34.743252,-82.799162
29631,34.685349,-82.816921
29632,34.685014,-82.811204
29633,34.69888,-82.893146
29634,34.673146,-82.823962
29635,35.050003,-82.64205
29636,34.769607,-82.352293
29638,34.37435,-82.272156
29639,34.334985,-82.382073
29640,34.830936,-82.589822
29641,34.843681,-82.595072
29642,34.805816,-82.562178
29643,34.524647,-83.042855
29644,34.682989,-82.217533
29645,34.588839,-82.149531
29646,34.184847,-82.152009
29647,34.189754,-82.15384
29648,34.189151,-82.156129
29649,34.219994,-82.160345
29650,34.902548,-82.265574
29651,34.968571,-82.255432
29652,34.93786,-82.202937
29653,34.287837,-82.216353
29654,34.446826,-82.404793
29655,34.3121,-82.66968
29656,34.612072,-82.761338
29657,34.788984,-82.697845
29658,34.762398,-83.233773
29659,34.257916,-82.583408
29661,35.056803,-82.511622
29662,34.778801,-82.302512
29664,34.805775,-83.258248
29665,34.717905,-82.902959
29666,34.173267,-82.019642
29667,34.759485,-82.770568
29669,34.651323,-82.494694
29670,34.645861,-82.76726
29671,34.889416,-82.72739
29672,34.685658,-82.956989
29673,34.723829,-82.420517
29675,34.704787,-83.020014
29676,34.838477,-82.930726
29677,34.595195,-82.737557
29678,34.693402,-82.941284
29679,34.685966,-82.944821
29680,34.720389,-82.270653
29681,34.742892,-82.259696
29682,34.829053,-82.831145
29683,35.032403,-82.494379
29684,34.397696,-82.667729
29685,34.920954,-82.821687
29686,34.902168,-82.978665
29687,34.933851,-82.317958
29688,35.062449,-82.352257
29689,34.534882,-82.869969
29690,35.00406,-82.435522
29691,34.766678,-83.062038
29692,34.391023,-82.244579
29693,34.642443,-83.088445
29695,34.287453,-82.245208
29696,34.772475,-83.047952
29697,34.618937,-82.496462
29698,34.809759,-82.333042
29702,35.11567,-81.513969
29703,35.1455,-81.223077
29704,34.845853,-80.933937
29706,34.711411,-81.207675
29708,35.006322,-80.942526
29709,34.736824,-80.095126
29710,35.105301,-81.184746
29712,34.829331,-81.012395
29714,34.701218,-80.913514
29715,35.022285,-80.961334
29716,35.006945,-80.942339
29717,34.970701,-81.426068
29718,34.584331,-80.419337
29720,34.709391,-80.775133
29721,34.747105,-80.718422
29722,34.749579,-80.720816
29724,34.778471,-81.012826
29726,34.872034,-81.223083
29727,34.75005,-80.250547
29728,34.769328,-80.392158
29729,34.775868,-81.026327
29730,34.929113,-81.022958
29731,34.96369,-81.051035
29732,34.970453,-81.060985
29733,34.890601,-81.024567
29734,34.886025,-81.022063
29741,34.703963,-80.206821
29742,34.91321,-81.34476
29743,35.031662,-81.412116
29744,34.858501,-80.846028
29745,35.004572,-81.209303
29801,33.564827,-81.709984
29802,33.562561,-81.720328
29803,33.504406,-81.724533
29804,33.532298,-81.570882
29805,33.698508,-81.634909
29808,33.248093,-81.649368
29809,33.414659,-81.688024
29810,33.006169,-81.306627
29812,33.243078,-81.359153
29813,33.241913,-81.361784
29816,33.500799,-81.867579
29817,33.356585,-81.27563
29819,34.109752,-82.233224
29821,33.643723,-82.146272
29822,33.497709,-81.893574
29824,33.78696,-81.929623
29826,33.379504,-81.377307
29827,32.957684,-81.239463
29828,33.520944,-81.826713
29829,33.560576,-81.828149
29831,33.343729,-81.80796
29832,33.833823,-81.807516
29834,33.513651,-81.847009
29835,33.911159,-82.290467
29836,33.096723,-81.525746
29838,33.708528,-82.217647
29839,33.50628,-81.600469
29840,33.988998,-82.446249
29841,33.512008,-81.932644
29842,33.408592,-81.881677
29843,33.174153,-81.153464
29844,33.786637,-82.217188
29845,33.816772,-82.235638
29846,33.037812,-81.224619
29847,33.677176,-81.813805
29848,33.965222,-82.287072
29849,33.055326,-81.215569
29850,33.608533,-81.805438
29851,33.518108,-81.820849
29853,33.397983,-81.424281
29856,33.47626,-81.527087
29860,33.501601,-81.962785
29861,33.517536,-81.958594
29899,33.908678,-82.290232
29901,32.417543,-80.657499
29902,32.428453,-80.698494
29903,32.424633,-80.725146
29904,32.457864,-80.8014
29905,32.34388,-80.665757
29906,32.432733,-80.673074
29907,32.427269,-80.7022
29909,32.262421,-80.867479
29910,32.259699,-80.872324
29911,32.925432,-81.18777
29912,32.488115,-80.987419
29913,32.913225,-81.07413
29914,32.554485,-80.692502
29915,32.229079,-80.700656
29916,32.62888,-81.047163
29918,32.756768,-81.232968
29920,32.356043,-80.50161
29921,32.760287,-81.241951
29922,32.879769,-81.120333
29923,32.86129,-81.239714
29924,32.867113,-81.11664
29925,32.164766,-80.754408
29926,32.234951,-80.735624
29927,32.2813,-81.071015
29928,32.161512,-80.752518
29929,32.953565,-80.883542
29931,32.553916,-80.745388
29932,32.864636,-81.228486
29933,32.948572,-81.031062
29934,32.581515,-81.191837
29935,32.385662,-80.69289
29936,32.481598,-80.984342
29938,32.16153,-80.752119
29939,32.681996,-81.245041
29940,32.52245,-80.745942
29941,32.602379,-80.790344
29943,32.481456,-81.113941
29944,32.857618,-81.07728
29945,32.61596,-80.738005
30002,33.772774,-84.264732
30003,33.645763,-84.011966
30004,34.122744,-84.296757
30005,34.08061,-84.200785
30006,33.953731,-84.541162
30007,33.963312,-84.551056
30008,33.90374,-84.582593
30009,34.096195,-84.261245
30010,33.966056,-84.218437
30011,34.02374,-83.826404
30012,33.706453,-84.005117
30013,33.640211,-83.962891
30014,33.587144,-83.832307
30015,33.600466,-83.853776
30016,33.530099,-83.944327
30017,33.891156,-83.963999
30018,33.715558,-83.801524
30019,33.975719,-83.87393
30021,33.805596,-84.236301
30022,34.029562,-84.240658
30023,34.067631,-84.271155
30024,34.062747,-84.083283
30025,33.654242,-83.686948
30026,33.976579,-84.150049
30028,34.205991,-84.136243
30029,33.977944,-84.147687
30030,33.773883,-84.295376
30031,33.767202,-84.285482
30032,33.735464,-84.266983
30033,33.817078,-84.281903
30034,33.689216,-84.247271
30035,33.726646,-84.207866
30036,33.774347,-84.291903
30037,33.691557,-84.253279
30038,33.681893,-84.161895
30039,33.796483,-84.027486
30040,34.249703,-84.175246
30041,34.203077,-84.074322
30042,33.923544,-84.07302
30043,34.009393,-84.001553
30044,33.921718,-84.07267
30045,33.937159,-83.9611
30046,33.94069,-83.960938
30047,33.874851,-84.113781
30048,33.90025,-84.125496
30049,33.66095,-84.262057
30052,33.810339,-83.891909
30054,33.677484,-83.872134
30055,33.493766,-83.750336
30056,33.4845,-83.665156
30058,33.727929,-84.123557
30060,33.936824,-84.529346
30061,33.920083,-84.544072
30062,33.999118,-84.467523
30063,33.928513,-84.522094
30064,33.939798,-84.614184
30065,34.047214,-84.442482
30066,34.036122,-84.505267
30067,33.930563,-84.462218
30068,33.965429,-84.43882
30069,33.916908,-84.517971
30070,33.575459,-83.897275
30071,33.939475,-84.197677
30072,33.79286,-84.207364
30074,33.744614,-84.135993
30075,34.046659,-84.376691
30076,34.026099,-84.311677
30077,34.040334,-84.354585
30078,33.854024,-84.010874
30079,33.792377,-84.260882
30080,33.872023,-84.507595
30081,33.870025,-84.518265
30082,33.862636,-84.539199
30083,33.789125,-84.199181
30084,33.848103,-84.226117
30085,33.857014,-84.222994
30086,33.803359,-84.103425
30087,33.801564,-84.138154
30088,33.762657,-84.176061
30090,33.968982,-84.548663
30091,33.946415,-84.175009
30092,33.973773,-84.238127
30093,33.905579,-84.179966
30094,33.601564,-84.060376
30095,33.977522,-84.148704
30096,33.985868,-84.163754
30097,34.025741,-84.141816
30098,34.02556,-84.145413
30099,33.980117,-84.149338
30101,34.035593,-84.708375
30102,34.097324,-84.614194
30103,34.34964,-84.914492
30104,34.061779,-85.078993
30105,34.426568,-85.168719
30106,33.835384,-84.630102
30107,34.333388,-84.346223
30108,33.537435,-85.256617
30109,33.567436,-85.081472
30110,33.739322,-85.135317
30111,33.804574,-84.606511
30112,33.580424,-85.087792
30113,33.833164,-85.193198
30114,34.247481,-84.524085
30115,34.207461,-84.40182
30116,33.573855,-85.014649
30117,33.589927,-85.120833
30118,33.571798,-85.10691
30119,33.589126,-85.13233
30120,34.177555,-84.854308
30121,34.228469,-84.789525
30122,33.773697,-84.637899
30123,34.248055,-84.855986
30124,34.125103,-85.349734
30125,34.010998,-85.256877
30126,33.813468,-84.548054
30127,33.883327,-84.688671
30129,34.258619,-85.338529
30132,33.994458,-84.859977
30133,33.735023,-84.702085
30134,33.759987,-84.740136
30135,33.696171,-84.742497
30137,34.115139,-84.758982
30138,34.001797,-85.268188
30139,34.460296,-84.740922
30140,33.884836,-85.219859
30141,33.869888,-84.768038
30142,34.175472,-84.498039
30143,34.463307,-84.405062
30144,34.034049,-84.584675
30145,34.236623,-84.96654
30146,34.225248,-84.458297
30147,34.171707,-85.189331
30148,34.455391,-84.270318
30149,34.300179,-85.283184
30150,33.625905,-85.185263
30151,31.231456,-82.346675
30152,33.991926,-84.654381
30153,34.003575,-85.066148
30154,33.744279,-84.746956
30156,34.02481,-84.612261
30157,33.873764,-84.86505
30160,34.025101,-84.615154
30161,34.24549,-85.109805
30162,34.246306,-85.127709
30163,34.24614,-85.13173
30164,34.276431,-85.231078
30165,34.282882,-85.237598
30168,33.779077,-84.570132
30169,34.247238,-84.521591
30170,33.418873,-85.174117
30171,34.346521,-84.737632
30172,34.343073,-85.083756
30173,34.1499,-85.139033
30175,34.545086,-84.527119
30176,33.753316,-85.291849
30177,34.462624,-84.317684
30178,34.118231,-84.974477
30179,33.808273,-85.018501
30180,33.708023,-84.932487
30182,33.642788,-85.234357
30183,34.33514,-84.590564
30184,34.268651,-84.714438
30185,33.516993,-84.919009
30187,33.670933,-84.838664
30188,34.115005,-84.455112
30189,34.126928,-84.563188
30204,33.055571,-84.156933
30205,33.268083,-84.464021
30206,33.096075,-84.46479
30212,33.267698,-84.282751
30213,33.577678,-84.594233
30214,33.480155,-84.481707
30215,33.383599,-84.445716
30216,33.24423,-83.89609
30217,33.308377,-85.109975
30218,33.104107,-84.631461
30219,33.152807,-85.202848
30220,33.226075,-84.819456
30222,33.025339,-84.720335
30223,33.292686,-84.261559
30224,33.207433,-84.236153
30228,33.404127,-84.282
30229,33.230541,-84.569939
30230,33.166257,-84.943787
30233,33.294108,-83.965048
30234,33.320972,-84.033019
30236,33.511823,-84.316803
30237,33.522896,-84.353002
30238,33.493166,-84.384485
30240,33.030882,-85.03697
30241,33.099497,-85.024744
30248,33.359583,-84.10537
30250,33.441429,-84.317728
30251,33.209532,-84.74484
30252,33.469647,-84.049084
30253,33.443757,-84.181882
30256,32.981277,-84.328511
30257,33.128913,-84.198621
30258,32.972429,-84.454609
30259,33.275376,-84.749624
30260,33.583733,-84.328154
30261,33.061746,-84.890953
30263,33.393182,-84.823447
30264,33.371858,-84.811498
30265,33.405124,-84.710418
30266,33.174195,-84.215161
30268,33.53345,-84.690866
30269,33.393706,-84.564697
30270,33.573166,-83.892992
30271,33.377625,-84.787631
30272,33.610004,-84.512219
30273,33.577477,-84.276017
30274,33.554773,-84.399793
30275,33.429119,-84.855226
30276,33.286584,-84.590087
30277,33.38341,-84.635224
30281,33.553217,-84.213596
30284,33.339156,-84.291395
30285,32.969762,-84.247908
30286,32.905189,-84.334376
30287,33.549788,-84.403101
30288,33.65549,-84.331675
30289,33.325102,-84.63505
30290,33.474391,-84.58888
30291,33.583587,-84.547325
30292,33.206861,-84.359144
30293,32.974674,-84.588014
30294,33.640692,-84.256263
30295,33.098626,-84.30073
30296,33.568229,-84.432301
30297,33.612526,-84.375682
30298,33.620191,-84.355795
30301,33.855904,-84.395303
30302,33.755454,-84.387605
30303,33.750591,-84.387699
30304,33.651549,-84.394247
30305,33.831382,-84.385066
30306,33.786536,-84.349237
30307,33.769788,-84.328046
30308,33.769731,-84.377217
30309,33.788039,-84.385689
30310,33.725127,-84.422754
30311,33.722171,-84.473898
30312,33.743314,-84.378489
30313,33.764232,-84.395287
30314,33.755847,-84.427174
30315,33.708343,-84.38409
30316,33.718321,-84.32619
30317,33.749993,-84.314022
30318,33.78768,-84.443612
30319,33.87546,-84.333398
30320,33.635644,-84.433286
30321,33.756316,-84.389551
30322,33.791247,-84.3249
30324,33.82034,-84.362232
30325,33.791989,-84.447285
30326,33.852137,-84.360463
30327,33.865889,-84.425245
30328,33.933854,-84.386944
30329,33.82516,-84.3197
30330,33.710352,-84.432982
30331,33.712646,-84.532291
30332,33.777293,-84.396568
